route_id,service_id,trip_id,trip_short_name,direction_id
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6354,6354,0
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6355,6355,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6356,6356,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6357,6357,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6358,6358,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6359,6359,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6360,6360,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6361,6361,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6362,6362,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6363,6363,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6364,6364,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6365,6365,1
04B_1,chouette:TimeTable:a15087b4-a0d6-4a84-8839-bc8825731d1f:LOC,6366,6366,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6367,6367,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6368,6368,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6369,6369,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6370,6370,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6371,6371,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6372,6372,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6373,6373,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6374,6374,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6375,6375,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6376,6376,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6377,6377,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6378,6378,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6379,6379,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6380,6380,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6381,6381,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6382,6382,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6383,6383,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6384,6384,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6385,6385,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6386,6386,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6387,6387,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6388,6388,0
NF1_1,chouette:TimeTable:c94b6620-da4c-43d9-9f7a-5d45ad7faea9:LOC,6389,6389,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6390,6390,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6391,6391,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6392,6392,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6393,6393,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6394,6394,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6395,6395,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6396,6396,0
NF1_1,chouette:TimeTable:fc11f96b-8013-4814-b75d-1b7cb2c6ee0d:LOC,6397,6397,0
